text,metadata
"and wanted to multiply two integers, you had some pencil-and-paper work
to do.
This is why computers are dierent. You can tell a computer how to add num-
bers. You can tell it how to multiply. You can tell it how to alphabetize a list or
perform any computation you like. When you think of a new kind of computation,
you do not have to buy or design a new computer. You just give the old computer
a new set of instructions (a program) to carry out the new computation. This is
why we say the computer is a universal computational device. Computer scien-
tists believe that anything that can be computed, can be computed by a computer
provided it has enough time and enough memory. When we study computers, we
study the fundamentals of all computing. We learn what computation is and what
can be computed.
The idea of a universal computational device is due to Alan Turing. Turing
proposed in 1937 that all computations could be carried out by a particular kind of
machine, which is now called a Turing machine. He gave a mathematical descrip-
tion of this kind of machine, but did not actually build one. Digital computers
were not operating until several years later. Turing was more interested in solv-
ing a philosophical problem: dening computation. He began by looking at the
kinds of actions that people perform when they compute; these include making
marks on paper, writing symbols according to certain rules when other symbols
are present, and so on. He abstracted these actions and specied a mechanism that
could carry them out. He gave some examples of the kinds of things that these
machines could do. One Turing machine could add two integers; another could
multiply two integers.
Figure 1.7 shows what we call black box models of Turing machines that
add and multiply. In each case, the operation to be performed is described in
the box. The data elements on which to operate are shown as inputs to the box.
The r
provi
there
a, b
(Turing machine
that adds)
(Turing machine
that multiplies)
Figure 1.7
Black box models of Turing machines.
Turing proposed that every computation can be performed by some Turing
machine. We call this Turings thesis. Although Turings thesis has never been
proved, there does exist a lot of evidence to suggest it is true. We know, for exam-
ple, that various enhancements one can make to Turing machines do not result in
machines that can compute more.
Perhaps the best argument to support Turings thesis was provided by Turing
himself in his original paper. He said that one way to try to construct a machine
more powerful than any particular Turing machine was to make a machine U
that could simulate all Turing machines. You would simply describe to U the","{'page_number': 21, 'textbook_name': 'Yale-Patt_Sanjay-Patel--Intro_to_Computing_Systems', 'text': 'and wanted to multiply two integers, you had some pencil-and-paper work\nto do.\nThis is why computers are dierent. You can tell a computer how to add num-\nbers. You can tell it how to multiply. You can tell it how to alphabetize a list or\nperform any computation you like. When you think of a new kind of computation,\nyou do not have to buy or design a new computer. You just give the old computer\na new set of instructions (a program) to carry out the new computation. This is\nwhy we say the computer is a universal computational device. Computer scien-\ntists believe that anything that can be computed, can be computed by a computer\nprovided it has enough time and enough memory. When we study computers, we\nstudy the fundamentals of all computing. We learn what computation is and what\ncan be computed.\nThe idea of a universal computational device is due to Alan Turing. Turing\nproposed in 1937 that all computations could be carried out by a particular kind of\nmachine, which is now called a Turing machine. He gave a mathematical descrip-\ntion of this kind of machine, but did not actually build one. Digital computers\nwere not operating until several years later. Turing was more interested in solv-\ning a philosophical problem: dening computation. He began by looking at the\nkinds of actions that people perform when they compute; these include making\nmarks on paper, writing symbols according to certain rules when other symbols\nare present, and so on. He abstracted these actions and specied a mechanism that\ncould carry them out. He gave some examples of the kinds of things that these\nmachines could do. One Turing machine could add two integers; another could\nmultiply two integers.\nFigure 1.7 shows what we call black box models of Turing machines that\nadd and multiply. In each case, the operation to be performed is described in\nthe box. The data elements on which to operate are shown as inputs to the box.\nThe r\nprovi\nthere\na, b\n(Turing machine\nthat adds)\n(Turing machine\nthat multiplies)\nFigure 1.7\nBlack box models of Turing machines.\nTuring proposed that every computation can be performed by some Turing\nmachine. We call this Turings thesis. Although Turings thesis has never been\nproved, there does exist a lot of evidence to suggest it is true. We know, for exam-\nple, that various enhancements one can make to Turing machines do not result in\nmachines that can compute more.\nPerhaps the best argument to support Turings thesis was provided by Turing\nhimself in his original paper. He said that one way to try to construct a machine\nmore powerful than any particular Turing machine was to make a machine U\nthat could simulate all Turing machines. You would simply describe to U the'}"
"particular Turing machine you wanted it to simulate, say a machine to add two
integers, give U the input data, and U would compute the appropriate output,
in this case the sum of the inputs. Turing then showed that there was, in fact,
a Turing machine that could do this, so even this attempt to nd something that
could not be computed by Turing machines failed.
e, f, g
v
Turing machine)
Figure 1.8
Black box model of a universal Turing machine.
In specifying U, Turing had provided us with a deep insight: He had given us
the rst description of what computers do. In fact, both a computer (with as much
memory as it wants) and a universal Turing machine can compute exactly the
same things. In both cases, you give the machine a description of a computation
and the data it needs, and the machine computes the appropriate answer. Comput-
ers and universal Turing machines can compute anything that can be computed
because they are programmable.
This is the reason that a big or expensive computer cannot do more than a
small, cheap computer. More money may buy you a faster computer, a monitor
with higher resolution, or a nice sound system. But if you have a small, cheap
computer, you already have a universal computational device.
1.7 How Do We Get the Electrons to
Do the Work?
Figure 1.9 shows the process we must go through to get the electrons (which
actually do the work) to do our bidding. We call the steps of this process the
Levels of Transformation. As we will see, at each level we have choices. If we
ignore any of the levels, our ability to make the best use of our computing system
can be very adversely aected.
1.7.1 The Statement of the Problem
We describe the problems we wish to solve in a natural language. Natural lan-
guages are languages that people speak, like English, French, Japanese, Italian,
and so on. They have evolved over centuries in accordance with their usage.
They are fraught with a lot of things unacceptable for providing instructions to a","{'page_number': 22, 'textbook_name': 'Yale-Patt_Sanjay-Patel--Intro_to_Computing_Systems', 'text': 'particular Turing machine you wanted it to simulate, say a machine to add two\nintegers, give U the input data, and U would compute the appropriate output,\nin this case the sum of the inputs. Turing then showed that there was, in fact,\na Turing machine that could do this, so even this attempt to nd something that\ncould not be computed by Turing machines failed.\ne, f, g\nv\nTuring machine)\nFigure 1.8\nBlack box model of a universal Turing machine.\nIn specifying U, Turing had provided us with a deep insight: He had given us\nthe rst description of what computers do. In fact, both a computer (with as much\nmemory as it wants) and a universal Turing machine can compute exactly the\nsame things. In both cases, you give the machine a description of a computation\nand the data it needs, and the machine computes the appropriate answer. Comput-\ners and universal Turing machines can compute anything that can be computed\nbecause they are programmable.\nThis is the reason that a big or expensive computer cannot do more than a\nsmall, cheap computer. More money may buy you a faster computer, a monitor\nwith higher resolution, or a nice sound system. But if you have a small, cheap\ncomputer, you already have a universal computational device.\n1.7 How Do We Get the Electrons to\nDo the Work?\nFigure 1.9 shows the process we must go through to get the electrons (which\nactually do the work) to do our bidding. We call the steps of this process the\nLevels of Transformation. As we will see, at each level we have choices. If we\nignore any of the levels, our ability to make the best use of our computing system\ncan be very adversely aected.\n1.7.1 The Statement of the Problem\nWe describe the problems we wish to solve in a natural language. Natural lan-\nguages are languages that people speak, like English, French, Japanese, Italian,\nand so on. They have evolved over centuries in accordance with their usage.\nThey are fraught with a lot of things unacceptable for providing instructions to a'}"
"15
Devices
Figure 1.9
Levels of transformation.
computer. Most important of these unacceptable attributes is ambiguity. Natural
language is lled with ambiguity. To infer the meaning of a sentence, a listener is
often helped by the tone of voice of the speaker, or at the very least, the context
of the sentence.
An example of ambiguity in English is the sentence, Time ies like an
arrow. At least three interpretations are possible, depending on whether (1) one is
noticing how fast time passes, (2) one is at a track meet for insects, or (3) one is
writing a letter to the Dear Abby of Insectville. In the rst case, a simile; one
is comparing the speed of time passing to the speed of an arrow that has been
released. In the second case, one is telling the timekeeper to do his/her job much
like an arrow would. In the third case, one is relating that a particular group of
ies (time ies, as opposed to fruit ies) are all in love with the same arrow.
Such ambiguity would be unacceptable in instructions provided to a com-
puter. The computer, electronic idiot that it is, can only do as it is told. To tell it to
do something where there are multiple interpretations would cause the computer
to not know which interpretation to follow.","{'page_number': 23, 'textbook_name': 'Yale-Patt_Sanjay-Patel--Intro_to_Computing_Systems', 'text': '15\nDevices\nFigure 1.9\nLevels of transformation.\ncomputer. Most important of these unacceptable attributes is ambiguity. Natural\nlanguage is lled with ambiguity. To infer the meaning of a sentence, a listener is\noften helped by the tone of voice of the speaker, or at the very least, the context\nof the sentence.\nAn example of ambiguity in English is the sentence, Time ies like an\narrow. At least three interpretations are possible, depending on whether (1) one is\nnoticing how fast time passes, (2) one is at a track meet for insects, or (3) one is\nwriting a letter to the Dear Abby of Insectville. In the rst case, a simile; one\nis comparing the speed of time passing to the speed of an arrow that has been\nreleased. In the second case, one is telling the timekeeper to do his/her job much\nlike an arrow would. In the third case, one is relating that a particular group of\nies (time ies, as opposed to fruit ies) are all in love with the same arrow.\nSuch ambiguity would be unacceptable in instructions provided to a com-\nputer. The computer, electronic idiot that it is, can only do as it is told. To tell it to\ndo something where there are multiple interpretations would cause the computer\nto not know which interpretation to follow.'}"
"1.7.2 The Algorithm
The rst step in the sequence of transformations is to transform the natural lan-
guage description of the problem to an algorithm, and in so doing, get rid of the
objectionable characteristics of the natural language. An algorithm is a step-by-
step procedure that is guaranteed to terminate, such that each step is precisely
stated and can be carried out by the computer. There are terms to describe each
of these properties.
We use the term deniteness to describe the notion that each step is precisely
stated. A recipe for excellent pancakes that instructs the preparer to stir until
lumpy lacks deniteness, since the notion of lumpiness is not precise.
We use the term eective computability to describe the notion that each step
can be carried out by a computer. A procedure that instructs the computer to take
the largest prime number lacks eective computability, since there is no largest
prime number.
We use the term niteness to describe the notion that the procedure termi-
nates.
For every problem there are usually many dierent algorithms for solving
that problem. One algorithm may require the fewest steps. Another algorithm
may allow some steps to be performed concurrently. A computer that allows
more than one thing to be done at a time can often solve the problem in less
time, even though it is likely that the total number of steps to be performed has
increased.
1.7.3 The Program
The next step is to transform the algorithm into a computer program in one of the
programming languages that are available. Programming languages are mechan-
ical languages. That is, unlike natural languages, mechanical languages did not
evolve through human discourse. Rather, they were invented for use in specify-
ing a sequence of instructions to a computer. Therefore, mechanical languages do
not suer from failings such as ambiguity that would make them unacceptable for
specifying a computer program.
There are more than 1000 programming languages. Some have been designed
for use with particular applications, such as Fortran for solving scientic calcula-
tions and COBOL for solving business data-processing problems. In the second
half of this book, we will use C and C++, languages that were designed for
manipulating low-level hardware structures.
Other languages are useful for still other purposes. Prolog is the language of
choice for many applications that require the design of an expert system. LISP
was for years the language of choice of a substantial number of people working
on problems dealing with articial intelligence. Pascal is a language invented as
a vehicle for teaching beginning students how to program.
There are two kinds of programming languages, high-level languages and
low-level languages. High-level languages are at a distance (a high level) from
the underlying computer. At their best, they are independent of the computer on
which the programs will execute. We say the language is machine independent.","{'page_number': 24, 'textbook_name': 'Yale-Patt_Sanjay-Patel--Intro_to_Computing_Systems', 'text': '1.7.2 The Algorithm\nThe rst step in the sequence of transformations is to transform the natural lan-\nguage description of the problem to an algorithm, and in so doing, get rid of the\nobjectionable characteristics of the natural language. An algorithm is a step-by-\nstep procedure that is guaranteed to terminate, such that each step is precisely\nstated and can be carried out by the computer. There are terms to describe each\nof these properties.\nWe use the term deniteness to describe the notion that each step is precisely\nstated. A recipe for excellent pancakes that instructs the preparer to stir until\nlumpy lacks deniteness, since the notion of lumpiness is not precise.\nWe use the term eective computability to describe the notion that each step\ncan be carried out by a computer. A procedure that instructs the computer to take\nthe largest prime number lacks eective computability, since there is no largest\nprime number.\nWe use the term niteness to describe the notion that the procedure termi-\nnates.\nFor every problem there are usually many dierent algorithms for solving\nthat problem. One algorithm may require the fewest steps. Another algorithm\nmay allow some steps to be performed concurrently. A computer that allows\nmore than one thing to be done at a time can often solve the problem in less\ntime, even though it is likely that the total number of steps to be performed has\nincreased.\n1.7.3 The Program\nThe next step is to transform the algorithm into a computer program in one of the\nprogramming languages that are available. Programming languages are mechan-\nical languages. That is, unlike natural languages, mechanical languages did not\nevolve through human discourse. Rather, they were invented for use in specify-\ning a sequence of instructions to a computer. Therefore, mechanical languages do\nnot suer from failings such as ambiguity that would make them unacceptable for\nspecifying a computer program.\nThere are more than 1000 programming languages. Some have been designed\nfor use with particular applications, such as Fortran for solving scientic calcula-\ntions and COBOL for solving business data-processing problems. In the second\nhalf of this book, we will use C and C++, languages that were designed for\nmanipulating low-level hardware structures.\nOther languages are useful for still other purposes. Prolog is the language of\nchoice for many applications that require the design of an expert system. LISP\nwas for years the language of choice of a substantial number of people working\non problems dealing with articial intelligence. Pascal is a language invented as\na vehicle for teaching beginning students how to program.\nThere are two kinds of programming languages, high-level languages and\nlow-level languages. High-level languages are at a distance (a high level) from\nthe underlying computer. At their best, they are independent of the computer on\nwhich the programs will execute. We say the language is machine independent.'}"
"All the languages mentioned thus far are high-level languages. Low-level lan-
guages are tied to the computer on which the programs will execute. There is
generally one such low-level language for each computer. That language is called
the assembly language for that computer.
1.7.4 The ISA
The next step is to translate the program into the instruction set of the particular
computer that will be used to carry out the work of the program. The instruction
set architecture (ISA) is the complete specication of the interface between pro-
grams that have been written and the underlying computer hardware that must
carry out the work of those programs.
An analogy that may be helpful in understanding the concept of an ISA is
provided by the automobile. Corresponding to a computer program, represented
as a sequence of 0s and 1s in the case of the computer, is the human sitting in the
drivers seat of a car. Corresponding to the microprocessor hardware is the car
itself. The ISA of the automobile is the specication of everything the human
needs to know to tell the automobile what to do, and everything the automobile
needs to know to carry out the tasks specied by the human driver. For example,
one element of the automobiles ISA is the pedal on the oor known as the
brake, and its function. The human knows that if he/she steps on the brake, the
car will stop. The automobile knows that if it feels pressure from the human on
that pedal, the hardware of the automobile must engage those elements necessary
to stop the car. The full ISA of the car includes the specication of the other
pedals, the steering wheel, the ignition key, the gears, windshield wipers, etc. For
each, the ISA species (a) what the human has to do to tell the automobile what
he/she wants done, and (b) correspondingly, what the automobile will interpret
those actions to mean so it (the automobile) can carry out the specied task.
The ISA of a computer serves the same purpose as the ISA of an auto-
mobile, except instead of the driver and the car, the ISA of a computer species
the interface between the computer program directing the computer hardware
and the hardware carrying out those directions. For example, consider the set of
instructions that the computer can carry outthat is, what operations the com-
puter can perform and where to get the data needed to perform those operations.
The term opcode is used to describe the operation. The term operand is used to
describe individual data values. The ISA species the acceptable representations
for operands. They are called data types. A data type is a representation of an
operand such that the computer can perform operations on that representation.
The ISA species the mechanisms that the computer can use to gure out where
the operands are located. These mechanisms are called addressing modes.
The number of opcodes, data types, and addressing modes specied by an
ISA vary among dierent ISAs. Some ISAs have as few as a half dozen opcodes,
whereas others have as many as several hundred. Some ISAs have only one data
type, while others have more than a dozen","{'page_number': 25, 'textbook_name': 'Yale-Patt_Sanjay-Patel--Intro_to_Computing_Systems', 'text': 'The ISA species the mechanisms that the computer can use to gure out where\nthe operands are located. These mechanisms are called addressing modes.\nThe number of opcodes, data types, and addressing modes specied by an\nISA vary among dierent ISAs. Some ISAs have as few as a half dozen opcodes,\nwhereas others have as many as several hundred. Some ISAs have only one data\ntype, while others have more than a dozen. Some ISAs have one or two addressing\nmodes, whereas others have more than 20. The x86, the ISA used in the PC, has\nmore than 200 opcodes, more than a dozen data types, and more than two dozen\naddressing modes.'}"
"The ISA species the mechanisms that the computer can use to gure out where
the operands are located. These mechanisms are called addressing modes.
The number of opcodes, data types, and addressing modes specied by an
ISA vary among dierent ISAs. Some ISAs have as few as a half dozen opcodes,
whereas others have as many as several hundred. Some ISAs have only one data
type, while others have more than a dozen. Some ISAs have one or two addressing
modes, whereas others have more than 20. The x86, the ISA used in the PC, has
more than 200 opcodes, more than a dozen data types, and more than two dozen
addressing modes.","{'page_number': 25, 'textbook_name': 'Yale-Patt_Sanjay-Patel--Intro_to_Computing_Systems', 'text': 'The ISA species the mechanisms that the computer can use to gure out where\nthe operands are located. These mechanisms are called addressing modes.\nThe number of opcodes, data types, and addressing modes specied by an\nISA vary among dierent ISAs. Some ISAs have as few as a half dozen opcodes,\nwhereas others have as many as several hundred. Some ISAs have only one data\ntype, while others have more than a dozen. Some ISAs have one or two addressing\nmodes, whereas others have more than 20. The x86, the ISA used in the PC, has\nmore than 200 opcodes, more than a dozen data types, and more than two dozen\naddressing modes.'}"
"The ISA also species the number of unique locations that comprise the com-
puters memory and the number of individual 0s and 1s that are contained in each
location.
Many ISAs are in use today. The most widely known example is the x86,
introduced by Intel Corporation in 1979 and currently also manufactured by
AMD and other companies. Other ISAs and the companies responsible for them
include ARM and THUMB (ARM), POWER and z/Architecture (IBM), and
SPARC (Oracle).
The translation from a high-level language (such as C) to the ISA of the
computer on which the program will execute (such as x86) is usually done by
a translating program called a compiler. To translate from a program written in
C to the x86 ISA, one would need a C to x86 compiler. For each high-level lan-
guage and each desired target ISA, one must provide a corresponding compiler.
The translation from the unique assembly language of a computer to its ISA
is done by an assembler.
1.7.5 The Microarchitecture
The next step is the implementation of the ISA, referred to as its microarchitec-
ture. The automobile analogy that we used in our discussion of the ISA is also
useful in showing the relationship between an ISA and a microarchitecture that
implements that ISA. The automobiles ISA describes what the driver needs to
know as he/she sits inside the automobile to make the automobile carry out the
drivers wishes. All automobiles have the same ISA. If there are three pedals on
the oor, it does not matter what manufacturer produced the car, the middle one
is always the brake. The one on the right is always the accelerator, and the more
it is depressed, the faster the car will move. Because there is only one ISA for
automobiles, one does not need one drivers license for Buicks and a dierent
drivers license for Hondas.
The microarchitecture (or implementation) of the automobiles ISA, on
the other hand, is about what goes on underneath the hood. Here all automo-
bile makes and models can be dierent, depending on what cost/performance
tradeos the automobile designer made before the car was manufactured. Some
automobiles come with disc brakes, others (in the past, at least) with drums.
Some automobiles have eight cylinders, others run on six cylinders, and still oth-
ers have only four. Some are turbocharged, some are not. Some automobiles can
travel 60 miles on one gallon of gasoline, others are lucky to travel from one gas
station to the next without running out of gas. Some automobiles cost 6000 US
dollars, others cost 200,000 US dollars. In each case, the microarchitecture
of the specic automobile is a result of the automobile designers decisions
regarding the tradeos of cost and performance. The fact that the micro-
architecture of every model or make is dierent is a good reason to take ones
Honda, when it is malfunctioning, to a Honda repair person, and not to a Buick
repair person","{'page_number': 26, 'textbook_name': 'Yale-Patt_Sanjay-Patel--Intro_to_Computing_Systems', 'text': 'Some automobiles cost 6000 US\ndollars, others cost 200,000 US dollars. In each case, the microarchitecture\nof the specic automobile is a result of the automobile designers decisions\nregarding the tradeos of cost and performance. The fact that the micro-\narchitecture of every model or make is dierent is a good reason to take ones\nHonda, when it is malfunctioning, to a Honda repair person, and not to a Buick\nrepair person.\nIn the previous section, we identied ISAs of several computer manufactur-\ners, including the x86 (Intel), the PowerPC (IBM and Motorola), and THUMB\n(ARM). Each has been implemented by many dierent microarchitectures. For'}"
"Some automobiles cost 6000 US
dollars, others cost 200,000 US dollars. In each case, the microarchitecture
of the specic automobile is a result of the automobile designers decisions
regarding the tradeos of cost and performance. The fact that the micro-
architecture of every model or make is dierent is a good reason to take ones
Honda, when it is malfunctioning, to a Honda repair person, and not to a Buick
repair person.
In the previous section, we identied ISAs of several computer manufactur-
ers, including the x86 (Intel), the PowerPC (IBM and Motorola), and THUMB
(ARM). Each has been implemented by many dierent microarchitectures. For","{'page_number': 26, 'textbook_name': 'Yale-Patt_Sanjay-Patel--Intro_to_Computing_Systems', 'text': 'Some automobiles cost 6000 US\ndollars, others cost 200,000 US dollars. In each case, the microarchitecture\nof the specic automobile is a result of the automobile designers decisions\nregarding the tradeos of cost and performance. The fact that the micro-\narchitecture of every model or make is dierent is a good reason to take ones\nHonda, when it is malfunctioning, to a Honda repair person, and not to a Buick\nrepair person.\nIn the previous section, we identied ISAs of several computer manufactur-\ners, including the x86 (Intel), the PowerPC (IBM and Motorola), and THUMB\n(ARM). Each has been implemented by many dierent microarchitectures. For'}"
"example, the x86s original implementation in 1979 was the 8086, followed by the
80286, 80386, and 80486 in the 1980s. More recently, in 2001, Intel introduced
the Pentium IV microprocessor. Even more recently, in 2015, Intel introduced
Skylake. Each of these x86 microprocessors has its own microarchitecture.
The story is the same for the PowerPC ISA, with more than a dozen dierent
microprocessors, each having its own microarchitecture.
Each microarchitecture is an opportunity for computer designers to make dif-
ferent tradeos between the cost of the microprocessor, the performance that the
microprocessor will provide, and the energy that is required to power the micro-
processor. Computer design is always an exercise in tradeos, as the designer
opts for higher (or lower) performance, more (or less) energy required, at greater
(or lesser) cost.
1.7.6 The Logic Circuit
The next step is to implement each element of the microarchitecture out of simple
logic circuits. Here also there are choices, as the logic designer decides how to
best make the tradeos between cost and performance. So, for example, even for
an operation as simple as addition, there are several choices of logic circuits to
perform the operation at diering speeds and corresponding costs.
1.7.7 The Devices
Finally, each basic logic circuit is implemented in accordance with the require-
ments of the particular device technology used. So, CMOS circuits are dierent
from NMOS circuits, which are dierent, in turn, from gallium arsenide
circuits.
The Bottom Line
In summary, from the natural language description of a prob-
lem to the electrons that actually solve the problem by moving from one voltage
potential to another, many transformations need to be performed. If we could
speak electron, or if the electrons could understand English, perhaps we could just
walk up to the computer and get the electrons to do our bidding. Since we cant
speak electron and they cant speak English, the best we can do is this systematic
sequence of transformations. At each level of transformation, there are choices as
to how to proceed. Our handling of those choices determines the resulting cost
and performance of our computer.
In this book, we describe each of these transformations. We show how tran-
sistors combine to form logic circuits, how logic circuits combine to form the
microarchitecture, and how the microarchitecture implements a particular ISA.
In our case, the ISA is the LC-3. We complete the process by going from the
English-language description of a problem to a C or C++ program that solves the
problem, and we show how that C or C++ program is translated (i.e., compiled)
to the ISA of the LC-3.
We hope you enjoy the ride.","{'page_number': 27, 'textbook_name': 'Yale-Patt_Sanjay-Patel--Intro_to_Computing_Systems', 'text': 'example, the x86s original implementation in 1979 was the 8086, followed by the\n80286, 80386, and 80486 in the 1980s. More recently, in 2001, Intel introduced\nthe Pentium IV microprocessor. Even more recently, in 2015, Intel introduced\nSkylake. Each of these x86 microprocessors has its own microarchitecture.\nThe story is the same for the PowerPC ISA, with more than a dozen dierent\nmicroprocessors, each having its own microarchitecture.\nEach microarchitecture is an opportunity for computer designers to make dif-\nferent tradeos between the cost of the microprocessor, the performance that the\nmicroprocessor will provide, and the energy that is required to power the micro-\nprocessor. Computer design is always an exercise in tradeos, as the designer\nopts for higher (or lower) performance, more (or less) energy required, at greater\n(or lesser) cost.\n1.7.6 The Logic Circuit\nThe next step is to implement each element of the microarchitecture out of simple\nlogic circuits. Here also there are choices, as the logic designer decides how to\nbest make the tradeos between cost and performance. So, for example, even for\nan operation as simple as addition, there are several choices of logic circuits to\nperform the operation at diering speeds and corresponding costs.\n1.7.7 The Devices\nFinally, each basic logic circuit is implemented in accordance with the require-\nments of the particular device technology used. So, CMOS circuits are dierent\nfrom NMOS circuits, which are dierent, in turn, from gallium arsenide\ncircuits.\nThe Bottom Line\nIn summary, from the natural language description of a prob-\nlem to the electrons that actually solve the problem by moving from one voltage\npotential to another, many transformations need to be performed. If we could\nspeak electron, or if the electrons could understand English, perhaps we could just\nwalk up to the computer and get the electrons to do our bidding. Since we cant\nspeak electron and they cant speak English, the best we can do is this systematic\nsequence of transformations. At each level of transformation, there are choices as\nto how to proceed. Our handling of those choices determines the resulting cost\nand performance of our computer.\nIn this book, we describe each of these transformations. We show how tran-\nsistors combine to form logic circuits, how logic circuits combine to form the\nmicroarchitecture, and how the microarchitecture implements a particular ISA.\nIn our case, the ISA is the LC-3. We complete the process by going from the\nEnglish-language description of a problem to a C or C++ program that solves the\nproblem, and we show how that C or C++ program is translated (i.e., compiled)\nto the ISA of the LC-3.\nWe hope you enjoy the ride.'}"
", Data Types, and
rations
2.1 Bits and Data Types
2.1.1 The Bit as the Unit of Information
We noted in Chapter 1 that the computer was organized as a system with several
levels of transformation. A problem stated in a natural language such as English
is actually solved by the electrons moving around inside the components of the
computer.
Inside the computer, millions of very tiny, very fast devices control the move-
ment of those electrons. These devices react to the presence or absence of voltages
in electronic circuits. They could react to the actual values of the voltages, rather
than simply to the presence or absence of voltages. However, this would make
the control and detection circuits more complex than they need to be. It is much
easier to detect simply whether or not a voltage exists at a point in a circuit than
it is to measure exactly what that voltage is.
To understand this, consider any wall outlet in your home. You could measure
the exact voltage it is carrying, whether 120 volts or 115 volts, or 118.6 volts,
for example. However, the detection circuitry to determine only whether there is
a voltage or whether there is no voltage is much simpler. Your nger casually
inserted into the wall socket, for example, will suce.
We symbolically represent the presence of a voltage as 1 and the absence
of a voltage as 0. We refer to each 0 and each 1 as a bit, which is a shortened
form of binary digit. Recall the digits you have been using since you were a
child0, 1, 2, 3,  , 9. There are ten of them, and they are referred to as decimal
digits. In the case of binary digits, there are two of them, 0 and 1.
To be perfectly precise, it is not really the case that the computer dieren-
tiates the absolute absence of a voltage (i.e., 0) from the absolute presence of
a voltage (i.e., 1). Actually, the electronic circuits in the computer dierentiate
voltages close to 0 from voltages far from 0. So, for example, if the computer
expects either a voltage of 1.2 volts or a voltage of 0 volts (1.2 volts signifying
1 and 0 volts signifying 0), then a voltage of 1.0 volts will be taken as a 1 and
0.2 volts will be taken as a 0.","{'page_number': 28, 'textbook_name': 'Yale-Patt_Sanjay-Patel--Intro_to_Computing_Systems', 'text': ', Data Types, and\nrations\n2.1 Bits and Data Types\n2.1.1 The Bit as the Unit of Information\nWe noted in Chapter 1 that the computer was organized as a system with several\nlevels of transformation. A problem stated in a natural language such as English\nis actually solved by the electrons moving around inside the components of the\ncomputer.\nInside the computer, millions of very tiny, very fast devices control the move-\nment of those electrons. These devices react to the presence or absence of voltages\nin electronic circuits. They could react to the actual values of the voltages, rather\nthan simply to the presence or absence of voltages. However, this would make\nthe control and detection circuits more complex than they need to be. It is much\neasier to detect simply whether or not a voltage exists at a point in a circuit than\nit is to measure exactly what that voltage is.\nTo understand this, consider any wall outlet in your home. You could measure\nthe exact voltage it is carrying, whether 120 volts or 115 volts, or 118.6 volts,\nfor example. However, the detection circuitry to determine only whether there is\na voltage or whether there is no voltage is much simpler. Your nger casually\ninserted into the wall socket, for example, will suce.\nWe symbolically represent the presence of a voltage as 1 and the absence\nof a voltage as 0. We refer to each 0 and each 1 as a bit, which is a shortened\nform of binary digit. Recall the digits you have been using since you were a\nchild0, 1, 2, 3,  , 9. There are ten of them, and they are referred to as decimal\ndigits. In the case of binary digits, there are two of them, 0 and 1.\nTo be perfectly precise, it is not really the case that the computer dieren-\ntiates the absolute absence of a voltage (i.e., 0) from the absolute presence of\na voltage (i.e., 1). Actually, the electronic circuits in the computer dierentiate\nvoltages close to 0 from voltages far from 0. So, for example, if the computer\nexpects either a voltage of 1.2 volts or a voltage of 0 volts (1.2 volts signifying\n1 and 0 volts signifying 0), then a voltage of 1.0 volts will be taken as a 1 and\n0.2 volts will be taken as a 0.'}"
