text,metadata
"44  ECE120: Introduction to Computer Engineering Notes Set 2.2 Boolean Properties and Don’t Care Simpliﬁcati on This set of notes begins with a brief illustration of a few properties of Boolean logic, which may be of use to you in manipulating algebraic expressions and in identifying equivalen t logic functions without resorting to truth tables. We then discuss the value of underspecifying a logic function so as to allow for selection of the simplest possible implementation. This technique must be used car efully to avoid incorrect behavior, so we illustrate the possibility of misuse with an example, then talk about s everal ways of solving the example correctly. We conclude by generalizing the ideas in the example to sev eral important application areas and talking about related problems. 2.2.1 Logic Properties Table 2 (on the next page) lists a number of properties of Boolean log ic. Most of these are easy to derive from our earlier deﬁnitions, but a few may be surprising to you. In pa rticular, in the algebra of real numbers, multiplication distributes over addition, but addition does not distribu te over multiplication. For example, 3×(4+7) = (3×4) + (3×7), but 3 + (4×7)/n⌉}ationslash= (3 + 4)×(3+7). In Boolean algebra, both operators distribute over one another, as indicated in Table 2. The consensus properties may also be nonintuitive. Drawing a K-map may help you understand the consensus property on the right side of the table. For the consensus variant on the left side of the table, consider that since eitherAorAmust be 0, either BorC or both must be 1 for the ﬁrst two factors on the left to be 1 when A NDed together. But in that case, the third factor is also 1, and is thus redundant. As mentioned previously, Boolean algebra has an elegant symmetry k nown as a duality, in which any logic statement (an expression or an equation) is related to a second log ic statement. To calculate the dual formof a Boolean expression or equation, replace 0 with 1, replace 1 with 0 , replace AND with OR, and replaceOR with AND. Variables are not changed when ﬁnding the dual form. The dual form ofa dual form is the original logic statement. Be careful when calculating a dual for m: our convention for ordering arithmetic operations is broken by the exchange, so you may want to add explic it parentheses before calculating the dual. For example, the dual of AB+Cis notA+BC. Rather, the dual of AB+Cis (A+B)C.Add parentheses as necessary when calculating a dual form to ens ure that the order of operations does not change. Duality has several useful practical applications. First, the principle of duality states that any theorem or identity has the same truth value in dual form (we do not prove th e principle here). The rows of Table 2 are organized according to this principle: each row contains two equ ations that are the duals of one another. Second, the dual form is useful when designing certain types of log ic, such as the networks of transistors connecting the output of a CMOS gate to high voltage and ground","{'page_number': 49, 'textbook_name': 'ECE-120-student-notes', 'text': 'Duality has several useful practical applications. First, the principle of duality states that any theorem or identity has the same truth value in dual form (we do not prove th e principle here). The rows of Table 2 are organized according to this principle: each row contains two equ ations that are the duals of one another. Second, the dual form is useful when designing certain types of log ic, such as the networks of transistors connecting the output of a CMOS gate to high voltage and ground. I f you look at the gate designs in the textbook (and particularly those in the exercises), you will notice t hat these networks are duals. A func- tion/expression is not a theorem nor an identity, thus the principle o f duality does not apply to the dual of an expression. However, if you treat the value 0 as “true,” the d ual form of an expression has the same truth values as the original (operating with value 1 as “true”). Fina lly, you can calculate the complement of a Boolean function (any expression) by calculating the dual form and then complementing each variable. 2.2.2 Choosing the Best Function When we specify how something works using a human language, we leav e out details. Sometimes we do so deliberately, assuming that a reader or listener can provide the det ails themselves: “Take me to the airport!” rather than “Please bend your right arm at the elbow and shift your right upper arm forward so as to place your hand near the ignition key. Next, ...” YouknowthebasictechniqueforimplementingaBooleanfunctionusin gcombinational logic : useaK-map to identify a reasonable SOP or POS form, draw the resulting design, and perhaps convert to NAND/NOR gates.'}"
"Duality has several useful practical applications. First, the principle of duality states that any theorem or identity has the same truth value in dual form (we do not prove th e principle here). The rows of Table 2 are organized according to this principle: each row contains two equ ations that are the duals of one another. Second, the dual form is useful when designing certain types of log ic, such as the networks of transistors connecting the output of a CMOS gate to high voltage and ground. I f you look at the gate designs in the textbook (and particularly those in the exercises), you will notice t hat these networks are duals. A func- tion/expression is not a theorem nor an identity, thus the principle o f duality does not apply to the dual of an expression. However, if you treat the value 0 as “true,” the d ual form of an expression has the same truth values as the original (operating with value 1 as “true”). Fina lly, you can calculate the complement of a Boolean function (any expression) by calculating the dual form and then complementing each variable. 2.2.2 Choosing the Best Function When we specify how something works using a human language, we leav e out details. Sometimes we do so deliberately, assuming that a reader or listener can provide the det ails themselves: “Take me to the airport!” rather than “Please bend your right arm at the elbow and shift your right upper arm forward so as to place your hand near the ignition key. Next, ...” YouknowthebasictechniqueforimplementingaBooleanfunctionusin gcombinational logic : useaK-map to identify a reasonable SOP or POS form, draw the resulting design, and perhaps convert to NAND/NOR gates.","{'page_number': 49, 'textbook_name': 'ECE-120-student-notes', 'text': 'Duality has several useful practical applications. First, the principle of duality states that any theorem or identity has the same truth value in dual form (we do not prove th e principle here). The rows of Table 2 are organized according to this principle: each row contains two equ ations that are the duals of one another. Second, the dual form is useful when designing certain types of log ic, such as the networks of transistors connecting the output of a CMOS gate to high voltage and ground. I f you look at the gate designs in the textbook (and particularly those in the exercises), you will notice t hat these networks are duals. A func- tion/expression is not a theorem nor an identity, thus the principle o f duality does not apply to the dual of an expression. However, if you treat the value 0 as “true,” the d ual form of an expression has the same truth values as the original (operating with value 1 as “true”). Fina lly, you can calculate the complement of a Boolean function (any expression) by calculating the dual form and then complementing each variable. 2.2.2 Choosing the Best Function When we specify how something works using a human language, we leav e out details. Sometimes we do so deliberately, assuming that a reader or listener can provide the det ails themselves: “Take me to the airport!” rather than “Please bend your right arm at the elbow and shift your right upper arm forward so as to place your hand near the ignition key. Next, ...” YouknowthebasictechniqueforimplementingaBooleanfunctionusin gcombinational logic : useaK-map to identify a reasonable SOP or POS form, draw the resulting design, and perhaps convert to NAND/NOR gates.'}"
"2.2 Boolean Properties and Don’t Care Simpliﬁcation 45 1+A= 1 0 ·A= 0 1·A=A 0+A=A A+A=A A ·A=A A·A= 0 A+A= 1 A+B=AB AB=A+B DeMorgan’s laws (A+B)C=AC+BC A B +C= (A+C)(B+C) distribution (A+B)(A+C)(B+C) = (A+B)(A+C)A B+A C+B C=A B+A Cconsensus Table 2: Boolean logic properties. The two columns are dual forms of one another. When we develop combinational logic designs, we may also choose to lea ve some aspects unspeciﬁed. In particular, the value of a Boolean logic function to be implemented may not matter for some input combi- nations. If we express the function as a truth table, we may choos e to mark the function’s value for some input combinations as “ don’t care ,” which is written as “x” (no quotes). What is the beneﬁt of using “don’t care” values? Using “don’t care” v alues allows you to choose from among several possible logic functions, all of which produce the des ired results (as well as some combination of 0s and 1s in place of the “don’t care” values). Each input combinat ion marked as “don’t care” doubles the number of functions that can be chosen to implement the design , often enabling the logic needed for implementation to be simpler. For example, the K-map to the right speciﬁes a function F(A,B,C) with two “don’t care” entries. If you are asked to design combinational logic for th is function, you can choose any values for the two “don’t care” entries. When identifyin g prime implicants, each “x” can either be a 0 or a 1.00 01 11 10 0 1AB CF 00 1 1 01 x x Depending on the choicesmade for the x’s, we obtain one ofthe follow ingfour functions: F=A B+B C F=A B+B C+ABC F=B F=B+AC00 01 11 10 0 1AB CF 00 1 1 01 1 0 Given this set of choices, a designer typically chooses the third: F=B, which corresponds to the K-map shown to the right of the equations. The design then produces F= 1 when A= 1,B= 1, and C= 0 (ABC= 110), and produces F= 0 when A= 1,B= 0, and C= 0 (ABC= 100). These diﬀerences are marked with shading and green italics in the new K-map. No implementat ion ever produces an “x.” 2.2.3 Caring about Don’t Cares What can go wrong? In the context of a digital system, unspeciﬁed details may or may not be important","{'page_number': 50, 'textbook_name': 'ECE-120-student-notes', 'text': 'These diﬀerences are marked with shading and green italics in the new K-map. No implementat ion ever produces an “x.” 2.2.3 Caring about Don’t Cares What can go wrong? In the context of a digital system, unspeciﬁed details may or may not be important. However, any implementation of a speciﬁcation implies decisions about these details, so decisions should only be left unspeciﬁed if any of the possible answers is indeed accept able. As a concrete example, let’s design logic to control an ice cream dispe nser. The dispenser has two ﬂavors, lychee and mango, but also allows us to create a blend of the two ﬂavo rs. For each of the two ﬂavors, our logic must output two bits to control the amount of ice cream th at comes out of the dispenser. The two-bitCL[1 : 0] output of our logic must specify the number of half-servings o f lychee ice cream as a binary number, and the two-bit CM[1 : 0] output must specify the number of half-servings of mango ice cream. Thus, for either ﬂavor, 00 indicates none of that ﬂavor, 01 indicat es one-half of a serving, and 10 indicates a full serving. Inputs to our logic will consist of three buttons: an Lbutton to request a serving of lychee ice cream, aBbutton to request a blend—half a serving of each ﬂavor, and an Mbutton to request a serving of mango ice cream. Each button produces a 1 when pressed and a 0 when not pressed.'}"
"These diﬀerences are marked with shading and green italics in the new K-map. No implementat ion ever produces an “x.” 2.2.3 Caring about Don’t Cares What can go wrong? In the context of a digital system, unspeciﬁed details may or may not be important. However, any implementation of a speciﬁcation implies decisions about these details, so decisions should only be left unspeciﬁed if any of the possible answers is indeed accept able. As a concrete example, let’s design logic to control an ice cream dispe nser. The dispenser has two ﬂavors, lychee and mango, but also allows us to create a blend of the two ﬂavo rs. For each of the two ﬂavors, our logic must output two bits to control the amount of ice cream th at comes out of the dispenser. The two-bitCL[1 : 0] output of our logic must specify the number of half-servings o f lychee ice cream as a binary number, and the two-bit CM[1 : 0] output must specify the number of half-servings of mango ice cream. Thus, for either ﬂavor, 00 indicates none of that ﬂavor, 01 indicat es one-half of a serving, and 10 indicates a full serving. Inputs to our logic will consist of three buttons: an Lbutton to request a serving of lychee ice cream, aBbutton to request a blend—half a serving of each ﬂavor, and an Mbutton to request a serving of mango ice cream. Each button produces a 1 when pressed and a 0 when not pressed.","{'page_number': 50, 'textbook_name': 'ECE-120-student-notes', 'text': 'These diﬀerences are marked with shading and green italics in the new K-map. No implementat ion ever produces an “x.” 2.2.3 Caring about Don’t Cares What can go wrong? In the context of a digital system, unspeciﬁed details may or may not be important. However, any implementation of a speciﬁcation implies decisions about these details, so decisions should only be left unspeciﬁed if any of the possible answers is indeed accept able. As a concrete example, let’s design logic to control an ice cream dispe nser. The dispenser has two ﬂavors, lychee and mango, but also allows us to create a blend of the two ﬂavo rs. For each of the two ﬂavors, our logic must output two bits to control the amount of ice cream th at comes out of the dispenser. The two-bitCL[1 : 0] output of our logic must specify the number of half-servings o f lychee ice cream as a binary number, and the two-bit CM[1 : 0] output must specify the number of half-servings of mango ice cream. Thus, for either ﬂavor, 00 indicates none of that ﬂavor, 01 indicat es one-half of a serving, and 10 indicates a full serving. Inputs to our logic will consist of three buttons: an Lbutton to request a serving of lychee ice cream, aBbutton to request a blend—half a serving of each ﬂavor, and an Mbutton to request a serving of mango ice cream. Each button produces a 1 when pressed and a 0 when not pressed.'}"
"46  Let’s start with the assumption that the user only presses one but ton at a time. In this case, we can treat input combinations in which more than one button is pressed as “don’t care” values in the truth tables for the outputs. K-maps for all four output bits appear below. The x’s indicate “don’t care” values. 0 1 x x xx00LC[1] 00 01 11 10 0 1MLB 0 1 0 x x xx0LC[0] 00 01 11 10 0 1MLB 0 0 0 x x xx1MC[1] 00 01 11 10 0 1MLB 0 1 0 x x xx0MC[0] 00 01 11 10 0 1MLB When we calculate the logic function for an output, each “don’t care ” value can be treated as either 0 or 1, whichever is more convenient in terms of creating the logic. In the ca se ofCM[1], for example, we can treat the three x’s in the ellipse as 1s, treat the x outside of the ellipse as a 0 , and simply use M(the implicant represented by the ellipse) for CM[1]. The other three output bits are left as an exercise, although th e result appears momentarily. The implementation at right takes full advantage of the “don’t care ” parts of our speciﬁcation. In this case, we require no logic at all; we need merely connect the inputs to the correct outputs. Let’s ver ify the operation. We havefourcasesto consider. First, if noneofthe bu ttons are pushed ( LBM= 000), we get no ice cream, as desired ( CM= 00 andCL= 00). Second, if we request lychee ice cream ( LBM= 100), the outputs are CL= 10 and CM= 00, so we get a full serving of lychee and no mango. Third, if we request a blend ( LBM= 010), the outputs are CL= 01 and CM= 01, giving us half a serving of each ﬂavor. Finally, if we request mango ice cream ( LBM= 001), we get no lychee but a full serving of mango.[1] [0] [1] [0]L (lychee flavor) B (blend of two flavors) M (mango flavor)LC LC MC MC(lychee output control) (mango output control) The K-maps for this implementation appear below. Each of the “don’t care” x’s from the original design has been replaced with either a 0 or a 1 and highlighted with shading and green italics. Any implementation produces either 0 or 1 for every output bit for every possible input combination. 0 0LC[1] 00 01 11 10 0 1MLB 1 1 1 00 1 0 1 0 0LC[0] 00 01 11 10 0 1MLB 1 1 01 0 0 0 1MC[1] 00 01 11 10 0 1MLB 1 1 10 0 1 0 0MC[0] 00 01 11 10 0 1MLB 1 1 01 As you can see, leveraging “don’t care” output bits can sometimes s igniﬁcantly simplify our logic","{'page_number': 51, 'textbook_name': 'ECE-120-student-notes', 'text': 'In the case of this example, we were able to completely eliminate any need for gates! Unfortunately, the resulting implementation may sometimes produce unexpected results. Based on the implementation, what happens if a user presses more than one button? The ice cream cup overﬂows ! Let’s see why. Consider the case LBM= 101, in which we’ve pressed both the lychee and mango buttons. HereCL= 10 and CM= 10, so our dispenser releases a full serving of each ﬂavor, or two servings total. Pressing other combinations may have other repercussions as well. Consider pressing lychee and blend (LBM= 110). The outputs are then CL= 11 and CM= 01. Hopefully the dispenser simply gives us one and a half servings of lychee and a half serving of mango. However, if the person who designed the dispenser assumed that no one would ever ask for more than one serving, som ething worse might happen. In other words, giving an input of CL= 11 to the ice cream dispenser may lead to other unexpected behav ior if its designer decided that that input pattern was a “don’t care.” The root of the problem is that while we don’t care about the value of any particular output m arked “x” for any particular input combination, we do actually care about the relationship between the outputs . What canwedo? When in doubt, it issafest tomakechoicesand toadd the newdecisionstothe speciﬁcation rather than leaving output values speciﬁed as “don’t care.” For our ice cream dispenser logic, rather than leavingthe outputs unspeciﬁed whenevera user presses more tha n one button, we could choosean acceptable outcome for each input combination and replace the x’s with 0s and 1s . We might, for example, decide to produce lychee ice cream whenever the lychee button is pressed, r egardless of other buttons ( LBM= 1xx,'}"
"In the case of this example, we were able to completely eliminate any need for gates! Unfortunately, the resulting implementation may sometimes produce unexpected results. Based on the implementation, what happens if a user presses more than one button? The ice cream cup overﬂows ! Let’s see why. Consider the case LBM= 101, in which we’ve pressed both the lychee and mango buttons. HereCL= 10 and CM= 10, so our dispenser releases a full serving of each ﬂavor, or two servings total. Pressing other combinations may have other repercussions as well. Consider pressing lychee and blend (LBM= 110). The outputs are then CL= 11 and CM= 01. Hopefully the dispenser simply gives us one and a half servings of lychee and a half serving of mango. However, if the person who designed the dispenser assumed that no one would ever ask for more than one serving, som ething worse might happen. In other words, giving an input of CL= 11 to the ice cream dispenser may lead to other unexpected behav ior if its designer decided that that input pattern was a “don’t care.” The root of the problem is that while we don’t care about the value of any particular output m arked “x” for any particular input combination, we do actually care about the relationship between the outputs . What canwedo? When in doubt, it issafest tomakechoicesand toadd the newdecisionstothe speciﬁcation rather than leaving output values speciﬁed as “don’t care.” For our ice cream dispenser logic, rather than leavingthe outputs unspeciﬁed whenevera user presses more tha n one button, we could choosean acceptable outcome for each input combination and replace the x’s with 0s and 1s . We might, for example, decide to produce lychee ice cream whenever the lychee button is pressed, r egardless of other buttons ( LBM= 1xx,","{'page_number': 51, 'textbook_name': 'ECE-120-student-notes', 'text': 'In the case of this example, we were able to completely eliminate any need for gates! Unfortunately, the resulting implementation may sometimes produce unexpected results. Based on the implementation, what happens if a user presses more than one button? The ice cream cup overﬂows ! Let’s see why. Consider the case LBM= 101, in which we’ve pressed both the lychee and mango buttons. HereCL= 10 and CM= 10, so our dispenser releases a full serving of each ﬂavor, or two servings total. Pressing other combinations may have other repercussions as well. Consider pressing lychee and blend (LBM= 110). The outputs are then CL= 11 and CM= 01. Hopefully the dispenser simply gives us one and a half servings of lychee and a half serving of mango. However, if the person who designed the dispenser assumed that no one would ever ask for more than one serving, som ething worse might happen. In other words, giving an input of CL= 11 to the ice cream dispenser may lead to other unexpected behav ior if its designer decided that that input pattern was a “don’t care.” The root of the problem is that while we don’t care about the value of any particular output m arked “x” for any particular input combination, we do actually care about the relationship between the outputs . What canwedo? When in doubt, it issafest tomakechoicesand toadd the newdecisionstothe speciﬁcation rather than leaving output values speciﬁed as “don’t care.” For our ice cream dispenser logic, rather than leavingthe outputs unspeciﬁed whenevera user presses more tha n one button, we could choosean acceptable outcome for each input combination and replace the x’s with 0s and 1s . We might, for example, decide to produce lychee ice cream whenever the lychee button is pressed, r egardless of other buttons ( LBM= 1xx,'}"
"2.2 Boolean Properties and Don’t Care Simpliﬁcation 47 which means that we don’t care about the inputs BandM, soLBM= 100,LBM= 101,LBM= 110, orLBM= 111). That decision alone covers three of the four unspeciﬁed inp ut patterns. We might also de- cidethatwhentheblendandmangobuttonsarepushedtogether( butwithoutthelycheebutton, LBM=011), our logic produces a blend. The resulting K-maps are shown below, ag ain with shading and green italics identifying the combinations in which our original design speciﬁed “don ’t care.” 0 1 00LC[1] 00 01 11 10 0 1MLB 1 1 1 00 1 0 0LC[0] 00 01 11 10 0 1MLB 1 00 00 0 0 1MC[1] 00 01 11 10 0 1MLB 0 0 0 00 1 0 0MC[0] 00 01 11 10 0 1MLB 1 00 0 The logic in the dashed box to the right implements the set of choices just discussed, and matches the K-maps above. Based on our additional choices, this implementation enforces a strict priority scheme on the user’s button presses. If a user requests lychee, they can also press either or both of the other buttons with no eﬀect. The lychee button has priority. Similarly, if the user does not press lychee, but press-[1] [0] [1] [0]L (lychee flavor) B (blend of two flavors)LC LC MC MCM (mango flavor)(lychee output control) (mango output control)this logic prioritizes the buttons and passes only one at any time es the blend button, pressing the mango button at the same time ha s no eﬀect. Choosing mango requires that no other buttons be pressed. We have thus chosen a prioritiz ation order for the buttons and imposed this order on the design. We can view this same implementation in another way. Note the one-to -one correspondence between inputs (on the left) and outputs (on the right) for the dashed box. This lo gic takes the user’s button presses and chooses at most one of the buttons to pass along to our original co ntrollerimplementation (to the right of the dashed box). In other words, rather than thinking of the logic in th e dashed box as implementing a speciﬁc set of decisions, we can think of the logic as cleaning up the inputs to e nsure that only valid combinations are passed to our original implementation. Once the inputs are clean ed up, the original implementation is acceptable, because input combinations containing more than a sing le 1 are in fact impossible. Strict prioritization is one useful way to clean up our inputs. In gene ral, we can design logic to map each of the four undesirable input patterns into one of the permissible co mbinations (the four that we speciﬁed explicitly in our original design, with LBMin the set{000,001,010,100})","{'page_number': 52, 'textbook_name': 'ECE-120-student-notes', 'text': 'Once the inputs are clean ed up, the original implementation is acceptable, because input combinations containing more than a sing le 1 are in fact impossible. Strict prioritization is one useful way to clean up our inputs. In gene ral, we can design logic to map each of the four undesirable input patterns into one of the permissible co mbinations (the four that we speciﬁed explicitly in our original design, with LBMin the set{000,001,010,100}). Selecting a prioritization scheme is just one approach for making these choices in a way that is easy fo r a user to understand and is fairly easy to implement. A second simple approach is to ignore illegal combinations by mapping them into the “no buttons pressed” input pat- tern. Such an implementation appears to the right, laid out to show that one can again view the logic in the dashed box either as cleaning up the inputs (by mentally grouping the logic with the in- puts) orasa speciﬁc set ofchoicesfor our “don’t care” output values (by grouping the logic with the outputs). In either case, the logic shown enforces our as-[1] [0] [1] [0]LC LC MC MC this logic allows only a single button to be pressed at any timeM (mango flavor)L (lychee flavor) B (blend of two flavors)(lychee output control) (mango output control) sumptions in a fairly conservative way: if a user presses more than o ne button, the logic squashes all button presses. Only a single 1 value at a time can pass through to the wires o n the right of the ﬁgure.'}"
"Once the inputs are clean ed up, the original implementation is acceptable, because input combinations containing more than a sing le 1 are in fact impossible. Strict prioritization is one useful way to clean up our inputs. In gene ral, we can design logic to map each of the four undesirable input patterns into one of the permissible co mbinations (the four that we speciﬁed explicitly in our original design, with LBMin the set{000,001,010,100}). Selecting a prioritization scheme is just one approach for making these choices in a way that is easy fo r a user to understand and is fairly easy to implement. A second simple approach is to ignore illegal combinations by mapping them into the “no buttons pressed” input pat- tern. Such an implementation appears to the right, laid out to show that one can again view the logic in the dashed box either as cleaning up the inputs (by mentally grouping the logic with the in- puts) orasa speciﬁc set ofchoicesfor our “don’t care” output values (by grouping the logic with the outputs). In either case, the logic shown enforces our as-[1] [0] [1] [0]LC LC MC MC this logic allows only a single button to be pressed at any timeM (mango flavor)L (lychee flavor) B (blend of two flavors)(lychee output control) (mango output control) sumptions in a fairly conservative way: if a user presses more than o ne button, the logic squashes all button presses. Only a single 1 value at a time can pass through to the wires o n the right of the ﬁgure.","{'page_number': 52, 'textbook_name': 'ECE-120-student-notes', 'text': 'Once the inputs are clean ed up, the original implementation is acceptable, because input combinations containing more than a sing le 1 are in fact impossible. Strict prioritization is one useful way to clean up our inputs. In gene ral, we can design logic to map each of the four undesirable input patterns into one of the permissible co mbinations (the four that we speciﬁed explicitly in our original design, with LBMin the set{000,001,010,100}). Selecting a prioritization scheme is just one approach for making these choices in a way that is easy fo r a user to understand and is fairly easy to implement. A second simple approach is to ignore illegal combinations by mapping them into the “no buttons pressed” input pat- tern. Such an implementation appears to the right, laid out to show that one can again view the logic in the dashed box either as cleaning up the inputs (by mentally grouping the logic with the in- puts) orasa speciﬁc set ofchoicesfor our “don’t care” output values (by grouping the logic with the outputs). In either case, the logic shown enforces our as-[1] [0] [1] [0]LC LC MC MC this logic allows only a single button to be pressed at any timeM (mango flavor)L (lychee flavor) B (blend of two flavors)(lychee output control) (mango output control) sumptions in a fairly conservative way: if a user presses more than o ne button, the logic squashes all button presses. Only a single 1 value at a time can pass through to the wires o n the right of the ﬁgure.'}"
"48  For completeness, the K-maps corresponding to this implementatio n are given here. 0 1 00LC[1] 00 01 11 10 0 1MLB 0 00 00 1 0 0LC[0] 00 01 11 10 0 1MLB 00 0 00 0 0 1MC[1] 00 01 11 10 0 1MLB 0 0 0 00 1 0 0MC[0] 00 01 11 10 0 1MLB 00 0 0 2.2.4 Generalizations and Applications* The approaches that we illustrated to clean up the input signals to ou r design have application in many areas. The ideas in this section are drawn from the ﬁeld and are some times the subjects of later classes, but are not exam material for our class. Prioritization of distinct inputs is used to arbitrate between devices attached to a processor. Processors typically execute much more quickly than do devices. When a device ne eds attention, the device signals the processor by changing the voltage on an interrupt line (the nam e comes from the idea that the device interrupts the processor’s current activity, such as running a us er program). However, more than one device may need the attention of the processor simultaneously, so a prior ity encoder is used to impose a strict order on the devices and to tell the processor about their needs one at a time. If you want to learn more about this application, take ECE391. Whencomponentsaredesignedtogether,assumingthatsomeinpu tpatternsdonotoccuriscommonpractice, since such assumptions can dramatically reduce the number of gate s required, improve performance, reduce power consumption, and so forth. As a side eﬀect, when we want to test a chip to make sure that no defects or other problems prevent the chip from operating correctly, we h ave to be careful so as not to “test” bit patterns that should never occur in practice. Making up random bit patterns is easy, but can produce bad results or even destroy the chip if some parts of the design have as sumed that a combination produced randomly can never occur. To avoid these problems, designers add extra logic that changes the disallowed patterns into allowed patterns, just as we did with our design. The u se of random bit patterns is common in Built-In Self Test (BIST), and so the process of inserting extra lo gic to avoid problems is called BIST hardening. BIST hardening can add 10-20% additional logic to a desig n. Our graduate class on digital system testing, ECE543, covers this material, but has not been oﬀ ered recently.","{'page_number': 53, 'textbook_name': 'ECE-120-student-notes', 'text': '48  For completeness, the K-maps corresponding to this implementatio n are given here. 0 1 00LC[1] 00 01 11 10 0 1MLB 0 00 00 1 0 0LC[0] 00 01 11 10 0 1MLB 00 0 00 0 0 1MC[1] 00 01 11 10 0 1MLB 0 0 0 00 1 0 0MC[0] 00 01 11 10 0 1MLB 00 0 0 2.2.4 Generalizations and Applications* The approaches that we illustrated to clean up the input signals to ou r design have application in many areas. The ideas in this section are drawn from the ﬁeld and are some times the subjects of later classes, but are not exam material for our class. Prioritization of distinct inputs is used to arbitrate between devices attached to a processor. Processors typically execute much more quickly than do devices. When a device ne eds attention, the device signals the processor by changing the voltage on an interrupt line (the nam e comes from the idea that the device interrupts the processor’s current activity, such as running a us er program). However, more than one device may need the attention of the processor simultaneously, so a prior ity encoder is used to impose a strict order on the devices and to tell the processor about their needs one at a time. If you want to learn more about this application, take ECE391. Whencomponentsaredesignedtogether,assumingthatsomeinpu tpatternsdonotoccuriscommonpractice, since such assumptions can dramatically reduce the number of gate s required, improve performance, reduce power consumption, and so forth. As a side eﬀect, when we want to test a chip to make sure that no defects or other problems prevent the chip from operating correctly, we h ave to be careful so as not to “test” bit patterns that should never occur in practice. Making up random bit patterns is easy, but can produce bad results or even destroy the chip if some parts of the design have as sumed that a combination produced randomly can never occur. To avoid these problems, designers add extra logic that changes the disallowed patterns into allowed patterns, just as we did with our design. The u se of random bit patterns is common in Built-In Self Test (BIST), and so the process of inserting extra lo gic to avoid problems is called BIST hardening. BIST hardening can add 10-20% additional logic to a desig n. Our graduate class on digital system testing, ECE543, covers this material, but has not been oﬀ ered recently.'}"
"2.3 Example: Bit-Sliced Addition 49 ECE120: Introduction to Computer Engineering Notes Set 2.3 Example: Bit-Sliced Addition In this set of notes, we illustrate basic logic design using integer addit ion as an example. By recognizing and mimicking the structured approach used by humans to perform addition, we introduce an important abstraction for logic design. We follow this approach to design an add er known as a ripple-carry adder, then discuss some of the implications of the approach and highlight ho w the same approach can be used in software. In the next set of notes, we use the same technique to design a comparator for two integers. 2.3.1 One Bit at a Time Many of the operations that we want to perform on groups of bits c an be broken down into repeated operations on individual bits. When we add two binary numbers, for e xample, we ﬁrst add the least signiﬁcant bits, then move to the second least signiﬁcant, and so on . As we go, we may need to carry from lower bits into higher bits. When we compare two (unsigned) binary nu mbers with the same number of bits, we usually start with the most signiﬁcant bits and move downward in sig niﬁcance until we ﬁnd a diﬀerence or reach the end of the two numbers. In the latter case, the two n umbers are equal. When we build combinational logic to implement this kind of calculation, ou r approach as humans can be leveraged as an abstraction technique. Rather than building and op timizing a diﬀerent Boolean function for an 8-bit adder, a 9-bit adder, a 12-bit adder, and any other size th at we might want, we can instead design a circuit that adds a single bit and passes any necessary information into another copy of itself. By using copies of this bit-sliced adder circuit, we can mimic our approach as humans and build adders o f any size, just as we expect that a human could add two binary numbers of any size. The resulting designs are, of course, slightly less eﬃcient than designs that are optimized for the ir speciﬁc purpose (such as adding two 17-bit numbers), but the simplicity of the approach makes the trad eoﬀ an interesting one. 2.3.2 Abstracting the Human Process Think about how we as humans add two N-bit numbers, AandB. An illustration appears to the right, using N= 8. For now, let’s assume that our numbers are stored in an unsigned representation. As yo u know, additionfor2’scomplementisidenticalexceptforthe calculat ion of overﬂow. We start adding from the least signiﬁcant bit and move to the left. Since adding two 1s can overﬂow a single bit, we carry a 1 when necessary into the next column. Thus, in general, we are actu ally adding three input bits. The carry from the previous column is usually not written explicitly by humans, but in a digital system we need to write a 0 instead of leaving the value blank. Focus now on the addition of a single column","{'page_number': 54, 'textbook_name': 'ECE-120-student-notes', 'text': 'We start adding from the least signiﬁcant bit and move to the left. Since adding two 1s can overﬂow a single bit, we carry a 1 when necessary into the next column. Thus, in general, we are actu ally adding three input bits. The carry from the previous column is usually not written explicitly by humans, but in a digital system we need to write a 0 instead of leaving the value blank. Focus now on the addition of a single column. Except for the ﬁrst and last bits, which we might choose to handle slightly diﬀerently, the addition process is identical for any column. We add a carry in bit (possibly 0) with one bit from each of our numbers to produce a sum bit and a carry out bit for the next column. Column addition is the task that our bit slice logic must perform. The diagram to the right shows an abstract model of our adder bit slice. The inputs from the next least signiﬁcant bit come in from the right. We include arrowheads because ﬁgures are usually drawn with inputs coming from the top or left and outputs going to the bottom o r right. Outside of the bit slice logic, we index the carry bits using theinformation flows in this direction+ 0 0 0 1 1 0 10 0 0 1 1 0 01 1B0 11 1 0 0 1 0 11 1 A(0)1 0 0 10 carry C sum S A SC C CA BB SCM Mbit slice Madder out inM+1M M'}"
